id,title,text,author,language,keywords
42,شناسایی شاخص های اثرگذار در طراحی سامانه موبایل موک برای آموزش مجازی کارکنان: یک مطالعه کیفی,هدف پژوهش حاضر شناسایی شاخصهای اثزگذار طراحی سامانه موبایل موک جهت آموزش مجازی کارکنان بود. از پایگاه های علمی پروکوییست، گوگل اِسکالِر، ساینِس دایرکت، ِامرالد ، ِاسکوپوس و ِاسپرینگر تعداد 28 مقاله انتخاب شد و  با روش مقایسه مستمر  و تحلیل محتوای کیفی  به منظور استخراج نظامند یافتههای متون پیشین تحلیل شدند. از درون متن مقالات و از طریق فرایند کدگذاری باز، کدگذاری محوری و کدگذاری انتخابی 27 مفهوم و 4 مقوله اصلی(شاخص) استخراج شد. یافتهها  نشان دادند که در طرّاحی موبایل موک باید به مقولههای تعامل سیّار، سیستم پشتیبانی آموزشی، پذیرش فنّاوری و سیستم پشتیبانی فنّی توجّه کرد. با توجه به یافتههای پژوهش ترکیب فرمت موک و یادگیری سیّار پتانسیل زیادی برای یادگیری غیررسمی و مادام العمر دارد و  توصیه میشود که کارکنان با تعامل با یکدیگر و یا حتی مطرح شدن آنها به عنوان پژوهشگر و اطلاع آنها از مسائل و دانش روز در جهت تحقق شایستگی حرف هایشان از طریق فنّاوری موبایل موک گام موثری بردارند. شناخت شاخصهای مهم در طراحی فنّاوری نوین موبایل موک در افزایش شایستگی حرف های و نوآوری سازمانی، از این جهت حائز اهمیت است که میتوان با هم افزایی متخصّصین در کنار یکدیگر به نفع ارتقای عملکرد کارکنان و نوآوری سازمانی سود جُست.,محمد قهرمانی,Persian,آموزش مجازی، توسعه حرفه ای، موک، موبایل موک، یادگیری سیّار
43,تعیین کنندگان اثربخشی یادگیری الکترونیکی: مطالعه ای کیفی بر مدرس,هدف: هدف پژوهش حاضر، شناسایی عوامل مرتبط با مدرس بر اثربخشی یادگیری الکترونیکی است. روش: متناسب با هدف، رویکرد پژوهش کیفی و استراتژی پدیدارشناسی اتخاذ شد. اعضای هیأت علمی و مدرسان دوره های یادگیری الکترونیکی رشته علوم تربیتی و روانشناسی تربیتی در دانشگاه های دولتی شهر تهران، جامعه این پژوهش را تشکیل دادند. با استفاده از روش نمونه گیری هدفمند ملاک محور، تعداد 12 نفر به عنوان نمونه پژوهش انتخاب و از طریق مصاحبه نیمه ساختارمند نسبت به جمع آوری داده ها اقدام شد. با استفاده از روش کدگذاری تحلیل محتوای کیفی، در سه مرحله کد، خرده مقوله و مقوله، داده ها مورد تجزیه و تحلیل قرار گرفتند. قابلیت اعتبار و اعتماد به یافته های بدست آمده نیز با روش های بررسی همکار، محاسبه درصد پایایی بین دو کدگذار، انتخاب هدفمند نمونه های پژوهش و فرایند رفت و برگشتی همراه با تأمل فرایند کدگذاری، مورد بررسی و سپس تأیید قرار گرفت. در مجموع، تعداد 145 کد، 8 خرده مقوله و 4 مقوله شناسایی شدند. بر اساس یافته های پژوهش، «تسهیل گری فرایند یادگیری»، «ایجاد انگیزه و علاقه در یادگیرنده»، «دانش مدرس» و «ویژگی های روانشناختی مدرس» از عوامل مؤثر در تعیین اثربخشی یادگیری الکترونیکی از سوی مدرس یادگیری الکترونیکی می باشند.,محمد قهرمانی,Persian,مربی اثربخشی آموزش الکترونیکی آموزش الکترونیکی
44,آسیب شناسی برنامه های آموزش مداوم پرستاران: یک مطالعه پدیدارشناسی,مقدمه: آموزش مدوام که ابزاری مناسب برای ارتقای سطح دانش، مهارت و بینش منابع انسانی هر سازمان و ضامن پیشرفت و توسعه آنها است، نیازمند بستری مناسب و غلبه بر چالش های پیش روی خود است. از این رو هدف این تحقیق، بررسی تجارب پرستاران و شناخت نقاط ضعف دوره های آموزش مدوام رگزار شده، طی یک مطالعه کیفی بود.ر روش ها: این مطالعه یک مطالعه کیفی به روش پدیدارشناسی تفسیری در پاییز 1397 انجام شد،24 نفر از سوپروایزران آموزشی، سرپرستاران و پرستاران با روش نمونه گیری مبتنی بر هدف، در این مطالعه مشارکت داشتند. با مصاحبه نیمه ساختارمند، داده ها جمع آوری شد و برای تجزیه و تحلیل داده ها از رویکرد کلایزی استفاده شد. نرم افزار؟ ) از هیچ نرم افزاری استفاده نشده است) نتایج: در طی فرایند آنالیز محتوی مصاحبه، در نهایت 4 طبقه اصلی شامل محتوای نامناسب؛ پایین بودن سطح تعامل در کلاس ها؛ کم توجهی به روش های یاددهی –یادگیری مؤثر؛ مهارت حرفه ای اندک اساتید، بدست آمد . نتیجه گیری: در حال حاضر، در فرآیندهای یادگیری و آموزش مداوم، مسائل ذکر شده فوق، باعث کاهش اثربخشی دوره های آموزشی شده است و اجرای این دوره ها، صرفاٌ برای پر کردن ساعات آموزشی پرستاران استفاده می شود، بنابراین برای بهبود این وضعیت ،نیاز به توجه و بسترسازی مناسب است.,محمد قهرمانی,Persian,آموزش پرستاری آموزش مداوم آسیب شناسی برنامه های آموزش پرستاری توسعه حرفه ای
45,طراحی مدل تعالی نظام دانشگاهی با تاکید بر بنیاد مدیریت کیفیت اروپا (مورد مطالعه:دانشگاههای دولتی جامع شهر تهران),پژوهش حاضر با هدف طراحی مدل تعالی نظام دانشگاهی دانشگاههای دولتی جامع شهر تهران با تاکید بر الگوی بنیاد مدیریت کیفیت اروپا میباشد. پژوهش از نظر هدف، بنیادی و از نظر شیوه جمع آوری داده ها در زمره تحقیقات آمیخته(کیفی-کمی) قرار دارد. در بخش کیفی پژوهش ضمن بررسی اسناد، از طریق نمونه گیری گلوله برفی به مصاحبه با 11 نفر از اساتید خبره دانشگاهی با استفاده از روش گراندد تئوری به بررسی مولفههای تعالی نظام دانشگاهی پرداخته شد. داده های حاصله با استفاده روش تحلیل مضمون تجزیه و تحلیل گردید و پنج تم اصلی(تولید دانش معنویت محور، تربیت نیروی انسانی مولد، کنش گری در جامعه جهانی، هویت دانشگاه،  مختصات اجتماعی و فرهنگی دانشگاه) استخراج شد. در بخش کمی که مبتنی بر بخش کیفی میباشد، 287 نفر از مدیران و اعضای هیات علمی دانشگاههای جامع دولتی شهر تهران با استفاده از پرسشنامه به بررسی وضع موجود و آزمون الگوی طراحی شده پرداختند. مدل برآمده از پژوهش دارای 5 مولفه اصلی و 11 مولفه فرعی در قالب توانمندسازها، فرایندها و نتایج می باشد که با روش توصیفی-تحلیلی به ارزیابی اعتبار مدل پرداخته شده است. نتایج نشان دهنده آن است که توانمندسازهای مدل تدوین شده روی فرایندهای این جریان و فرایندهای طراحی شده روی نتایج احتمالی حاصل از اجرای این مدل و توانمندسازهای مدل روی نتایج تاثیر معناداری دارد در پایان نیز راهکارهایی در جهت تعالی نظام دانشگاهی ارائه شده است.,محمد قهرمانی,Persian,مدل تعالی نظام دانشگاهی مدل بنیاد مدیریت کیفیت اروپا
46,طراحی و اعتباریابی الگوی آسیب شناسی فرایند سیاست پژوهی در آموزش عالی ایران,هدف اصلی پژوهش حاضر، طراحی و اعتباریابی الگوی آسیب شناسی فرایند سیاست پژوهی در نظام آموزش عالی ایران بود. در راستای تحقق این هدف، از روش ترکیبی اکتشافی بهره گرفته شد. فرایند پژوهش حاضر، در طی دو مرحله کیفی و کمی انجام گرفته است. ابتدا، پس از مرور ادبیات، فهرستی از موانع و آسیب های فرایند سیاست پژوهی، تهیه گردید. سپس در بخش کیفی پژوهش، با انجام مصاحبه های عمیق نیمه ساختارمند با 15 نفر از سیاست گذاران، سیاست پژوهان و خبرگان علمی و متعاقباً تحلیل محتوای مصاحبه های انجام گرفته، لیستی از عوامل آسیب زای فرایند کنونی سیاست پژوهی در آموزش عالی ایران، تدوین شد. در ادامه، لیست مذکور با موارد شناسایی شده در ادبیات موضوع، ترکیب گردید و با استفاده از تکنیک دلفی به تایید مشارکت کنندگان پژوهش رسید. در نهایت 93 مولفه فرعی در قالب 12 مولفه اصلی و پنج بعد، شناسایی شد. بر اساس یافته های بخش کیفی پژوهش، پرسش نامه بخش کمی، طراحی و اجرا شد. پایایی پرسش نامه مذکور، 889/0 به دست آمد. جامعه آماری پژوهش در بخش کمی، شامل سیاست پژوهان آموزش عالی اعم از وابسته و غیر وابسته به وزارت علوم، همچنین سیاست گذاران و تصمیم گیران آموزش عالی در حوزه ستادی وزارت علوم و خبرگان علمی بوده است که تعداد 203 نفر از آنها پرسش نامه پژوهش را تکمیل کردند. برای بررسی سوالات پژوهش از تحلیل عاملی تاییدی استفاده شد. نتایج تحلیل عاملی تاییدی درباره ابعاد پنج گانه الگو، بدین شرح بوده است: بعد زمینه ای 26 مولفه، بعد ساختاری 11 مولفه، بعد کارکردی (سیاست-گذاران) 23 مولفه، بعد کارکردی (سیاست پژوهان) 23 مولفه و بعد ارتباطی 10 مولفه.,محمد قهرمانی,Persian,سیاست پژوهی آموزش عالی سیاست گذاری آموزش عالی آسیب شناسی سازمانی
47,طراحی و تبیین الگوی صلاحیت های حرفه ای مدیران مراکز پیش دبستان,در سال های اخیر توجه کمی و کیفی به موضوعات آموزش و پرورش پیش دبستان، مخصوصاً مدیریت آموزشی این مراکز افزایش چشمگیری داشته است، در این راستا پژوهش حاضر با هدف ارائه ی الگویی برای صلاحیت های حرفه ای مدیران مراکز پیش دبستان، با روش آمیخته (کیفی و کمی) انجام شد. در بخش کیفی از طریق نمونه گیری هدفمند به مصاحبه با 12 نفر از صاحب نظران این حوزه و با استفاده از روش گراندد تئوری به بررسی مؤلفه های صلاحیت های حرفه ای مدیران این مراکز پرداخته شد و در بخش کمی که مبتنی بر مرحله ی کیفی پژوهش بود، نیز تعداد 210 نفر از مدیران مراکز پیش دبستان با استفاده از روش پیمایش و از طریق پرسشنامه، به بررسی وضع موجود و آزمون الگوی طراحی شده پرداختند. مدل برآمده از این پژوهش دارای شش مؤلفه ی اصلی (دانش عمومی، دانش تخصصی، توانایی عمومی، توانایی تخصصی، مهارت عمومی، مهارت تخصصی) و نیز50 مولفه فرعی بودند که بعد از تحلیل عاملی مؤلفه ها تعداد 40 زیر مؤلفه در ابعاد شش گانه مؤلفه های اصلی باقی ماندند و در انتها نیز به ارزیابی اعتبار الگو پرداخته شد.,محمد قهرمانی,Persian,صلاحیت های حرفه ای مدیران مراکز پیش دبستان
48,تبیین علی ظرفیت خط مشی های نظام آموزش عالی ایران مبتنی بر هم افزایی نهادهای سیاست پژوهی,سیاست های آموزش عالی ایران در سال های اخیر فاقد خصیصه هایی همچون سنت نظری قابل دفاع، نکویی برازش، سازگاری خلاق با تحولات محیط جهانی و بین المللی، ظرفیت پیشبینی رفتار کنشگران، پیوستگی، یکپارچگی، قابلیت اجرایی، کارآمدی، اثربخشی، عناصر اخلاقی، توانایی حل رضایتبخش تعارضها، تولید توافق، کیفیت و تأثیر مطلوب اجتماعی بوده و این وضعیت در عموم موارد موجب کاهش ظرفیت خط مشیگذاری در این عرصه شده است. از سویی دیگر سیاست پژوهی بهعنوان فرایندی پژوهشی متمرکز بر ارائه راهکارهای سیاستی، میتواند نقشی بیبدیل در جهت بهینه سازی و ارتقا ظرفیت سیاست های مصوب آموزش عالی ایران داشته باشد. در این راستا هدف اصلی پژوهش حاضر تبیین علی ظرفیت خط مشی های نظام آموزش عالی ایران مبتنی بر هم افزایی نهادهای سیاستپژوهی بود. پژوهش حاضر از نظر هدف، توسعهای و کاربردی محسوب میشود. ازلحاظ مبنای داده ها، چارچوب فلسفی و پارادایم آن، دارای طرح تحقیق آمیخته است. در مرحله کیفی، ابتدا با انجام مصاحبه های نیمه ساختارمند با 15 نفر از خبرگان سیاستگذاری آموزش عالی ایران و کاربست رویکرد تحلیل مضمون، لیستی از عوامل ارتباطی و تعاملی مؤثر بر کارآمدی و همافزایی فرایند سیاست پژوهی در نظام آموزش عالی ایران، توسعه یافت. با توجه به مرور پیشینه و مبانی نظری پژوهش، ظرفیت خط مشی به عنوان سیاست بهینه از منظر عقلانیت در نظر گرفته شد. یافته های بخش کمی نشان دهنده تبیین حدود 40 درصد از تغییرات واریانس متغیر ظرفیت خط مشی های نظام آموزش عالی ایران توسط متغیر هم افزایی نهادهای سیاست پژوهی بود.,محمد قهرمانی,Persian,"سیاست عمومی ظرفیت خط‏ مشی سیاست‏ گذاری آموزش عالی سیاست‏ پژوهی آموزش عالی
"
49,عوامل سازمانی و زمینه ای توسعه حرفه ای معلمان ابتدایی در مدارس استثنایی,"موفقیت بخش های آموزشی در تربیت دانش آموزان، به طور معنی داری از راه دسترسی معلمان و مشارکت آنها در فعالیت های توسعه حرفه ای با کیفیت، تحت تاثیر قرار می گیرد. تحقیق حاضر با هدف"" شناسایی عوامل سازمانی و زمینه ای توسعه حرفه ای معلمان ابتدایی مدارس استثنایی گروه کم توان ذهنی"" انجام شد. روش پژوهش، آمیخته بود. در بخش کیفی، جامعه آماری شامل کلیه خبرگان آموزش و پرورش و علوم تربیتی بود. نمونه آماری برابر 15 نفر به روش نمونه گیری هدفمند انتخاب گردید. در بخش کمی، جامعه آماری کلیه معلمان ابتدایی گروه کم توان ذهنی شهر تهران به تعداد 347 نفر بودند. بر اساس فرمول کوکران تعداد200 نفر به روش نمونه گیری تصادفی ساده انتخاب گردید. برای گردآوری داده ها از مصاحبه نیمه ساختار یافته و پرسشنامه محقق ساخته استفاده شد. تجزیه و تحلیل داده های کیفی، با استفاده از روش تحلیل مضمون انجام شد. برای تجزیه و تحلیل داده های کمی از روش حداقل مربعات جزئی استفاده گردید. نتایج حاصل از یافته ها نشان داد که 8 عامل سازمانی و زمینه ای بر توسعه حرفه ای معلمان موثر است، که عبارتند از: دانش آموزان و نیازهای یادگیری آنان، معلمان و نیازهای یادگیری آنان، هنجارهای نظام آموزشی- فرهنگ سازمانی، نظام برنامه ریزی درسی و آموزشی، سیاست های ملی و محلی، منابع مالی و زمانی(تخصیص زمان)، خانواده و جامعه، مدیریت مدرسه و محیط های یادگیری. این عوامل، حدود 94 درصد تغییرات توسعه حرفه ای معلمان را تبیین نمودند.",محمد قهرمانی,Persian,عوامل سازمانی مدارس استثنایی عوامل زمینه‌ای توسعۀ حرفه‌ای معلمان
50,ارزشیابی خروجی ها، اثرات و پیامدهای پژوهش های مدیریتی سال 1392 ,پژوهش در حوزه مدیریت بسیار مهم و راهبردی است و طی سالیان گذشته سرمایه گذاری های هنگفتی در این زمینه صورت گرفته است. ارزشیابی اثرات پژوهش، به ذی نفعان کمک می کند تا از کیفیت برنامه های پژوهشی خود اطمینان حاصل کنند. هدف این پژوهش، استخراج و اولویت بندی شاخص های ارزشیابی پژوهش های مدیریتی به روش پیمایشی اکتشافی با استفاده از تکنیک TOPSIS است؛ همچنین ارزشیابی توصیفی از خروجی ها، اثرات و پیامدهای پژوهش های مدیریتی سال 1392 بر اساس شاخص های استخراجی انجام شده است. جامعه آماری پژوهش شامل 95 طرح پژوهشی مصوب «دبیرخانه شورای عالی عتف» است که بر اساس جدول مورگان 76 طرح به عنوان نمونه انتخاب شده اند. ابزار جمع آوری داده ها، پرسشنامه ای مبتنی بر 4 عنصر و 40 گویه است که روایی آن توسط متخصصان تأیید و پایایی آن با ضریب آلفای کرونباخ معادل 80/0 محاسبه شد. 24 شاخص برای ارزشیابی خروجی های علمی و آموزشی، اثرات سازمانی و پیامدهای مالی و اقتصادی انتخاب شدند. ارزشیابی طرح ها بر اساس شاخص های یادشده نشان داد که ملاحظات کاربردی و فهم بنیادی در پژوهش ها موردتوجه قرار نگرفته اند.,محمد قهرمانی,Persian,ارزشیابی پژوهش؛ خروجی‏های پژوهش؛ اثرات پژوهش؛ پیامدهای پژوهش
51,آسیب شناسی فرایند سیاست پژوهی در نظام آموزش عالی ایران؛ مطالعه ای کیفی,از نظر بسیاری از متخصصان و صاحب نظران آموزش عالی، مهم ترین عامل ناکارآمدی سیاست گذاری آموزش عالی ایران در حال حاضر، منطبق نبودن سیاست ها و تصمیم های این حوزه با پشتوانه های علمی، نظری و پژوهشی است. سیاست پژوهی به عنوان فرایندی پژوهشی، معطوف به ارائه گزینه های سیاستی و ناظر به عمل، به سیاست گذاران، تعریف می شود و می تواند در سیاست گذاری منطقی و عقلایی در حوزه آموزش عالی بسیار مؤثر باشد؛ ازاین رو هدف کلی این مقاله، آسیب شناسی فرایند سیاست پژوهی در آموزش عالی ایران است. به منظور نیل به این هدف، جامعه آماری مقاله حاضر، مراکز، مؤسسه ها و پژوهشکده های سیاست پژوهی، اعم از مؤسسه های وابسته به وزارت علوم، تحقیقات و فناوری یا غیروابسته به این وزارتخانه، سیاست گذاران باسابقه در حوزه آموزش عالی و همچنین خبرگان علمی این حوزه بودند که 14 نفر از آن ها به صورت هدفمند برای انجام مصاحبه های عمیق انتخاب شدند و روایی یافته ها نیز با روش های تطبیق مشارکت کنندگان و بازبینی همکاران بررسی شد. برای تجزیه و تحلیل داده ها از کدگذاری باز و محوری استفاده شده است. یافته های پژوهش، حاکی از وجود 113 گزاره مفهومی (مقوله فرعی)، 14 مقوله اصلی در قالب پنج بعد عوامل زمینه ای و محیطی، عوامل ساختاری، عوامل کارکردی (مربوط به سیاست گذاران/ تصمیم گیران آموزش عالی و سیاست پژوهان آموزش عالی)، و عوامل تعاملی و ارتباطی بود که روابط بین آن ها در الگوی پژوهش ترسیم شد.,محمد قهرمانی,Persian,آسیب‌شناسی سازمانی سیاست‌‌پژوهی آموزش عالی سیاست‌گذاری آموزش عالی
52,ارزیابی معیارهای موثر بر شایسته یابی و شایسته گزینی اعضای هیئت علمی دانشگاه ها از دیدگاه اعضای هیئت علمی دانشگاه شهید بهشتی,مطالعه حاضر به ارزیابی معیارهای کلیدی مؤثر بر شایسته یابی و شایستهگزینی اعضای هیئت علمی دانشگاه ها پرداخته است. این تحقیق به روش پیمایشی انجام شده و از نوع توصیفی – همبستگی است. جامعه مورد مطالعه، اعضای هیئت علمی دانشگاه شهید بهشتی و ابزار جمع آوری اطلاعات، پرسشنامه محقق ساخته است. تجزیه و تحلیل داده ها نشان داد از دیدگاه اعضای هیئت علمی مورد مطالعه، آنچه که باید در شایسته یابی و شایسته گزینی اعضای هیئت علمی دانشگاه ها مورد تأکید قرار بگیرد )وضعیت مطلوب(، از بین شش معیار، باید بیشترین تأکید و اهمیت بر معیارهای آموزشی و کمترین تأکید و اهمیت بر معیار قوانین و آئین نامه های استخدامی باشد. معیارهای سازمانی، پژوهشی، اقتصادی – مالی، فردی- رفتاری به عنوان معیارهای موثر بر شایسته یابی و شایسته گزینی اعضای هیئت علمی دانشگاهها، به ترتیب در بین دو معیار فوق قرار دارند. نتایج رگرسیون چندگانه نشان داد معیار آموزشی به تنهایی حدود ۵۱/۳درصد از واریانس متغیر شایسته یابی و شایسته گزینی اعضاء هیئت علمی دانشگاه ها را در گام اول تبیین میکند و در گام های بعدی این میزان تبیین واریانس به ترتیب با اضافه شدن معیار سازمانی، معیار پژوهشی، معیار اقتصادی – مالی، معیار )ویژگی( فردی – رفتاری، قوانین و آئین نامه های استخدام، به میزان ۸۸/۹ ،۷۴/۵ ۹۷/۵ ،۹۴/۲و ۹۸/۸درصد از تغییرات تبیین میشود,محمد قهرمانی,Persian,معیارھا شایسته یابی و شایسته گزینی اعضای ھیئت علمی
53,تجارب اعضای هیأت علمی از نخستین روزهای تدریس در دانشگاه: یک مطالعه کیفی,هدف: پژوهش حاضر با هدف بررسی تجارب اعضای هیأت علمی از نخستین روزهای تدریس در دانشگاه از دیدگاه اساتید دانشگاه های دولتی غرب کشور انجام شده است. روش: رویکرد این تحقیق و راهبرد آن از نوع کیفی براساس نظریه داده بنیاد است. تعداد افراد مشارکت کننده در پژوهش شامل 54 نفر از اساتید دانشگاه های غرب کشور (بوعلی سینای همدان، لرستان، ایلام، رازی کرمانشاه و کردستان) بودند که به صورت هدفمند و نظری به مشارکت دعوت شدند. ابزار گردآوری داده ها، مصاحبه نیمه ساختمند بود که به صورت دیداری و شنیداری ضبط و محتوای آن ها به صورت متنی پیاده سازی شد. داده های مصاحبه در سه مرحله کدگذاری باز، محوری و گزینشی مورد تحلیل قرار گرفتند تا مفاهیم و مقوله ها طبقه بندی گردند. یافته ها: تحلیل ها نشان داد که مقوله های اصلی برخاسته از مصاحبه ها عبارتند از 1) بهسازی عوامل درون زاد (شامل مفاهیم ویژگی های روانی فردی اساتید جدیدالورود؛ و تبادل تجارب حرفه ای بین همکاران)؛ و 2) توسعه عوامل برون زاد (شامل مفاهیم بازنگری در اجرای دوره های آموزشی؛ و اصلاح موانع و پشتیبانی دوره های آموزشی). با در نظر گرفتن این عوامل برخاسته از تجارب اعضای هیأت علمی از روز های آغازین تدریس، یک الگوی مفهومی داده بنیاد ارائه شده است,محمد قهرمانی,Persian,تجارب نخستین تدریس، اعضای هیأت علمی، دانشگاههای غرب کشور، نظریه داده بنیاد.
54,بررسی نظام آموزش و توسعه کارکنان در سازمان های ایرانی (مطالعه وضعیت موجود) ,هدف اصلی این پژوهش، بررسی وضعیت موجود نظام آموزش و توسعه کارکنان در سازمان های ایرانی است. روش پژوهش توصیفی است و رویکردهای پیمایشی همچون مطالعه میدانی، مصاحبه، گروه های تمرکز و مطالعه طولی و تحلیل روند برای گردآوری داده ها به خدمت گرفته شده است. مبنای اصلی بررسی و تحلیل داده های مورد نیاز، مدل تعالی آموزش و توسعه است که با استفاده از آن سازمان های مورد مطالعه مورد مداقه قرار گرفته اند. جامعه آماری این پژوهش کلیه سازمان های ایرانی است که در پنج کسب و کار؛ خدمات، تولید، بهداشت و دارو، مالی و بیمه و آموزش فعالیت می کنند. همچنین این سازمان ها ابتدا در دو دسته بزرگ و کوچک- متوسط و هر کدام از این طبقات به دو دسته خصوصی و دولتی تقسیم شده اند. بر اساس این الگوریتم و با تکیه بر رویکردی تلفیقی، به شیوه نمونه گیری خوشه ای تک مرحله ای و هدفمند 20 سازمان به عنوان نمونه و در هر دسته چهار سازمان انتخاب شده اند. در فرآیند بررسی از تکنیک هایی چون مصاحبه و گروه های کانونی در کنار بررسی مستندات بهره گرفته شده است. همچنین داده های به دست آمده با استفاده از آمار توصیفی همچون شاخص های گرایش به مرکز، شاخص های پراکندگی و سطوح تعالی نیز مبتنی بر منطق رادار بررسی و تحلیل شده اند. نتایج به دست آمده حاکی از آن است که وضعیت آموزش به تفکیک انواع کسب و کار، اندازه و نوع مالکیت سازمان ها متفاوت است. از میان پنج کسب و کار، سازمان های فعال در بخش مالی و بانکی، در سه شاخص کلیدی عملکرد آموزش؛ میانگین هزینه های مستقیم آموزش برای هر کارمند، سرانه ساعت آموزش هر کارمند، نسبت کارکنان آموزش دیده به کل کارکنان آمار بالاتری داشته اند. شرکت های بخش کسب و کار تولید تنها در شاخص نسبت کارکنان آموزش دیده به کل کارکنان عملکرد بالاتری نسبت به سایر سازمان ها داشته اند. همچنین سازمان های بزرگ نسبت به سازمان های کوچک عملکرد بالاتر و سازمان های خصوصی نسبت به سازمان های دولتی در هر چهار شاخص عملکردی، آمار بالاتری داشته اند. همچنین در شاخص میزان رضایت کلی از عملکرد آموزش، یافته ها حاکی از آن است که به ترتیب سازمان های بخش مالی و بانکی، تولید، درمان و پزشکی، آموزش و بخش خدمات پایین ترین میزان رضایت از عملکرد آموزش را نشان داده اند.,محمد قهرمانی,Persian,آموزش کارکنان کسب و کار وضعیت موجود شاخص کلیدی منطق رادار
55,تبیین مدل بومی مدیریت مدارس متوسطه استان کرمان,با توجه به جایگاه و اهمیت مدیریت مدارس و نقش آن در مسیر توسعه هر کشور، تحقیق حاضر تلاشی است برای تبیین مدل بومی مدیریت مدارس استان کرمان.در این تحقیق، مولفه های مدل مورد نظر از پیشینه و مبانی نظری موجود استخراج و سپس به تایید 20 نفر از اساتید رشته مدیریت آموزشی رسید.سپس پرسشنامه ای مبتنی بر این الگوطراحی و نسبت به تعیین روایی سازه )از طریق تحلیل عاملی( و پایایی آن اقدام گردید و در ادامه این پرسشنامه در اختیار 325 نفر از دبیران مدارس متوسطه دولتی )دوره دوم – نظری( شهر کرمان قرار گرفت تا نظر شان را در خصوص وضعیت مدیریت مدارس مشخص نماید.نتایج نشان م یدهد که مدیریت مدارس از نظر 5 مولفه اصلی این مدل شامل کارکردها،دانش،مهارتها،اخلاق حرفه ای و ویژگی های شخصیتی و اخلاقی، تنها در دو بعد اخلاق حرفه ای و ویژگی های شخصیتی و اخلاقی نمره ای بالاتر از متوسط کسب کرده و در سه بعد دیگر نمره کسب شده پایین تر از میانگین می باشد,محمد قهرمانی,Persian,مدل بومی مدیریت مدارس 
56,تحلیل ساختاری اثر سبک رهبری توزیعی بر پیشرفت تحصیلی دانش آموزان مدارس راهنمایی پسرانه شهر تهران,این پژوهش به منظور بررسی الگوی ساختاری اثر سبک رهبری توزیعی بر پیشرفت تحصیلی دانش آموزان با میانجیگری خوشبینی تحصیلی معلم، رضایت شغلی معلم، تعهدسازمانی معلم، اجرا شد. به منظور اجرای این پژوهش از مدارس راهنمایی مناطق بیست گانه شهر تهران، نمونه متشکل از 406 معلم پایه سوم راهنمایی انتخاب شد. معلمان شرکتکننده در این پژوهش به پرسشنامههای پژوهش پاسخ دادند. پیشرفت تحصیلی دانش آموزان بر اساس نمرات آنها در دروس علوم و ریاضی اندازهگیری شد. تحلیل عاملی تأیی دی الگوی اندازهگیری متغیر نهفته را تأیید کرد. در این پژوهش ، اثر سبک رهبری توزیعی و متغیرهای میانجی گر بر پیشرفت تحصیلی در قالب الگوی مفروض و همچنین الگوی نهایی مورد تحلیل قرار گرفت . پنج شاخص تقریب ریشه میانگین ، نیکویی برازش ، برازش مقایسه ای ،اصلی شامل خی دو ( 2 برای گزارش میزان برازش الگوی  و نیکویی برازش تطبیقی مجذورات خطا مفروض پژوهش بررسی و گزارش شد. نتایج نشان داد که الگوی مفروض از برازش نسبتاً خوبی برخوردار است ولی یکی از مسیرهای مفروض معنادار نمی باشد. با اصلاح الگو و ارائه الگوی نهایی، تمام تأ ثیرات 0 از / مستقیم و غیرمستقیم و کل بر آن معنادار بود. به طورکلی این الگو برازش خوبی با داده نشان داد و 11 واریانس پیشرفت تحصیلی را تبیین کرد. نتایج این پژوهش اهمیت توجه به اثر غیرمستقیم به سبک رهبری توزیعی را با توجه به متغیرهای میانجیگر را نشان میدهد,محمد قهرمانی,Persian,سبک رهبری توزیعی خوشبینی تحصیلی رضایت شغلی تعهدسازمانی پیشرفت تحصیلی
57,تدوین الگوی مدیریت استراتژیک آموزش عالی ایران,مدیریت استراتژیک به عنوان یک ضرورت در تمامی حوزه ها و فعالیت های سازمانی شناخته شده است. این ضرورت در حوزه آموزش عالی بیشتر و محسوس تر است. در این مطالعه الگوی مدیریت آموزش عالی در ایران مورد بررسی و تحقیق قرار گرفته است. نمونه های تحقیق شامل 220 نفر از اعضای هیات علمی، مدیران، متخصصان و ذینفعان آموزش عالی بوده است. داده ها با استفاده از پرسشنامه جمع آوری و با روش تحلیل عاملی و تحلیل واریانس تجزیه و تحلیل شده است. یافته ها نشان داد الگوی مدیریت استراتژیک آموزش عالی دارای 5 مولفه اصلی، 6 مولفه فرعی و 73 متغیر می باشد. تحلیل واریانس ها نیز نشان داد که بین نظرات نمونه های تحقیق به تفکیک چهار ویژگی سمت، رشته تحصیلی، مرتبه علمی و سابقه مدیریت برخی تفاوت های معنی دار وجود دارد. برای بررسی دقیق تر این تفاوت ها از آزمون تعقیب یتوکی استفاده شده است.,محمد قهرمانی,Persian,مدیریت استراتژیک آموزش عالی برنامه ریزی استراتژیک آموزش عالی برنامه ریزی توسعه دانشگاهی
